"Source","Target","weight","jaccard","ra","pa","cn","salton","hubprom","hubdep","sorensen","lhn","AdamAdar","cosine_similarity","pearson_similarity"
100,206,2,0.114,0.632402533250844,4128,20,0.311286403182345,0.116279069767442,0.833333333333333,0.185567010309278,0.00484496124031008,5.79358428412939,0.99989,0.99988
101,148,1,0.222,0.047455937235619,294,8,0.466569474815843,0.380952380952381,0.571428571428571,0.258064516129032,0.0272108843537415,2.30881557060616,1,0.99999
101,152,1,0.111,0.00581395348837209,224,3,0.200445931434318,0.1875,0.214285714285714,0.0714285714285714,0.0133928571428571,0.952115634479548,0.99991,0.9999
101,206,1,0.069,0.29649030754968,2408,12,0.244541743781767,0.0697674418604651,0.857142857142857,0.108695652173913,0.00498338870431894,3.53383133567409,0.99986,0.99987
102,108,1,0.192,0.132864385607991,897,10,0.333890281647089,0.256410256410256,0.434782608695652,0.266666666666667,0.0111482720178372,2.57794492966307,0.99986,0.99985
102,111,1,0.232,0.350919303437535,1794,16,0.377753731719909,0.347826086956522,0.41025641025641,0.337349397590361,0.00891861761426979,4.20587617847123,0.99979,0.99976
102,117,1,0.14,0.123496975576002,702,7,0.264197974633739,0.179487179487179,0.388888888888889,0.181818181818182,0.00997150997150997,1.99660471232685,0.99985,0.9999
102,137,1,0.083,0.0219429857464366,507,4,0.177646236673731,0.102564102564103,0.307692307692308,0.08,0.00788954635108481,1.21631063212689,0.99984,0.99989
102,141,1,0.174,0.0932186272573409,585,8,0.330759292237889,0.205128205128205,0.533333333333333,0.230769230769231,0.0136752136752137,2.15447458824711,0.99982,0.99984
102,146,1,0.14,0.0671306046678884,702,7,0.264197974633739,0.179487179487179,0.388888888888889,0.181818181818182,0.00997150997150997,1.84006695254139,0.99982,0.99984
102,160,1,0.103,0.0943504377338116,975,6,0.192153784566105,0.153846153846154,0.24,0.129032258064516,0.00615384615384615,1.63633910097667,0.99986,0.99984
102,190,2,0.082,0.0448275862068966,468,2,0.0924500327042048,0.0512820512820513,0.166666666666667,0.0784313725490196,0.00427350427350427,0.517932727607212,0.99984,0.9999
102,199,1,0.109,0.0266338024635609,390,3,0.15191090506255,0.0769230769230769,0.3,0.122448979591837,0.00769230769230769,0.632263238807234,0.99972,0.99975
102,206,2,0.197,0.990205609632683,6708,33,0.402918689667041,0.191860465116279,0.846153846153846,0.312796208530806,0.00491949910554562,9.15024991230831,0.99972,0.99976
103,140,1,0.114,0.0275530839231547,420,6,0.29277002188456,0.285714285714286,0.3,0.108108108108108,0.0142857142857143,1.77999240656064,0.99994,0.99995
103,153,1,0.051,0,462,4,0.186096842079694,0.181818181818182,0.19047619047619,0,0.00865800865800866,1.30394838380345,0.9999,0.99989
103,179,1,0.115,0.0277777777777778,210,5,0.345032779671177,0.238095238095238,0.5,0.0740740740740741,0.0238095238095238,1.80456175458823,0.99991,0.9999
103,181,1,0.133,0.0222087378640777,315,6,0.338061701891407,0.285714285714286,0.4,0.125,0.019047619047619,1.83942348115426,0.99995,0.99995
103,188,2,0.214,0.0511181862926049,315,8,0.450748935855209,0.380952380952381,0.533333333333333,0.25,0.0253968253968254,2.30399826015351,0.99998,0.99998
103,189,1,0.125,0.0275530839231547,357,6,0.317553674414978,0.285714285714286,0.352941176470588,0.117647058823529,0.0168067226890756,1.81828825289949,0.99994,0.99995
103,197,1,0.103,0.0263157894736842,231,3,0.197385508487931,0.142857142857143,0.272727272727273,0.0666666666666667,0.012987012987013,0.931825055248596,0.99994,0.99995
103,200,1,0.118,0.0155226913524498,399,6,0.300375704593055,0.285714285714286,0.315789473684211,0.111111111111111,0.0150375939849624,1.74619563848774,0.99989,0.99992
103,206,2,0.09,0.42727972811055,3612,16,0.266223330255889,0.0930232558139535,0.761904761904762,0.146596858638743,0.0044296788482835,4.58034840950318,0.99987,0.99987
104,106,1,0.13,0.0825516260361995,555,6,0.254685815986805,0.162162162162162,0.4,0.16,0.0108108108108108,1.75280127775369,0.99964,0.99977
104,197,2,0.13,0.0263157894736842,165,3,0.233549683248457,0.2,0.272727272727273,0.0833333333333333,0.0181818181818182,1.0134463238802,0.99992,0.99991
104,198,1,0.125,0.0135135135135135,210,5,0.345032779671177,0.333333333333333,0.357142857142857,0.08,0.0238095238095238,1.72872360309173,0.99991,0.9999
105,153,1,0.095,0.0393156170367674,528,4,0.174077655955698,0.166666666666667,0.181818181818182,0.0909090909090909,0.00757575757575758,1.15414292784109,0.99999,0.99999
105,163,1,0.19,0.139548213769478,576,6,0.25,0.25,0.25,0.25,0.0104166666666667,1.53686492969946,0.99997,0.99997
105,178,1,0.135,0.0354900245437535,432,5,0.240562612162344,0.208333333333333,0.277777777777778,0.15,0.0115740740740741,1.35968292206325,0.99999,1
105,186,1,0.176,0.0820314399157281,336,4,0.218217890235992,0.166666666666667,0.285714285714286,0.210526315789474,0.0119047619047619,1.01069077890162,0.99996,0.99996
105,199,1,0.125,0.0155226913524498,240,2,0.129099444873581,0.0833333333333333,0.2,0.117647058823529,0.00833333333333333,0.410031617191424,0.99995,0.99997
105,205,1,0.132,0.0458796349333639,408,3,0.148522131446501,0.125,0.176470588235294,0.146341463414634,0.00735294117647059,0.69945430897438,0.99995,0.99997
105,206,1,0.125,0.752304170823078,4128,20,0.311286403182345,0.116279069767442,0.833333333333333,0.204081632653061,0.00484496124031008,5.95644018077641,0.99986,0.99987
106,123,2,0.204,0.270315522563191,814,10,0.350499818616391,0.27027027027027,0.454545454545455,0.280701754385965,0.0122850122850123,2.88894517489461,0.99985,0.99992
106,130,1,0.149,0.118574824458198,629,7,0.279108277990115,0.189189189189189,0.411764705882353,0.192307692307692,0.0111287758346582,2.00586745063358,0.99973,0.99987
106,155,1,0.255,0.247663558488268,999,13,0.411301798159416,0.351351351351351,0.481481481481481,0.354838709677419,0.013013013013013,3.43233589675904,0.99972,0.99985
106,161,1,0.065,0.0166666666666667,370,1,0.0519875244910036,0.027027027027027,0.1,0.0425531914893617,0.0027027027027027,0.244239336675972,0.99948,0.99972
